year,program,program_desc,plans,plans_desc,admit_year,nenrolled
2016,7119,Master Archaeological Science,7119XMARSC,Archaeological Science,2014,6
2016,7119,Master Archaeological Science,7119XMARSC,Archaeological Science,2013,1
2016,7119,Master Archaeological Science,7119XMARSC,Archaeological Science,2012,1
2015,7119,Master Archaeological Science,7119XMARSC,Archaeological Science,2014,15
2015,7119,Master Archaeological Science,7119XMARSC,Archaeological Science,2013,2
2015,7119,Master Archaeological Science,7119XMARSC,Archaeological Science,2012,1
2015,7121,Master of Social Research,7121SDEMO,Demography,2013,1
2017,7121,Master of Social Research,7121SSDP,Social Development & Policy,2012,1
2015,7121,Master of Social Research,7121SSDP,Social Development & Policy,2011,2
2017,7121,Master of Social Research,7121SSRM,Social Research Methods,2014,1
2016,7121,Master of Social Research,7121SSRM,Social Research Methods,2014,1
2015,7121,Master of Social Research,7121SSRM,Social Research Methods,2014,1
2018,7121,Master of Social Research,7121XMSOCR,Social Research,2011,1
2017,7121,Master of Social Research,7121XMSOCR,Social Research,2014,2
2017,7121,Master of Social Research,7121XMSOCR,Social Research,2013,1
2017,7121,Master of Social Research,7121XMSOCR,Social Research,2011,1
2016,7121,Master of Social Research,7121XMSOCR,Social Research,2014,3
2016,7121,Master of Social Research,7121XMSOCR,Social Research,2013,1
2016,7121,Master of Social Research,7121XMSOCR,Social Research,2012,1
2016,7121,Master of Social Research,7121XMSOCR,Social Research,2011,1
2015,7121,Master of Social Research,7121XMSOCR,Social Research,2014,7
2015,7121,Master of Social Research,7121XMSOCR,Social Research,2013,2
2015,7121,Master of Social Research,7121XMSOCR,Social Research,2012,3
2015,7123,M Culture Health & Medicine,7123SGHDEV,Global Health and Development,2014,1
2015,7123,M Culture Health & Medicine,7123SGHDEV_7123XMCHM,Culture Health and Medicine Global Health and Development,2013,1
2016,7123,M Culture Health & Medicine,7123SHPE,Health Policy and Ethics,2011,1
2015,7123,M Culture Health & Medicine,7123SHPE,Health Policy and Ethics,2011,1
2017,7123,M Culture Health & Medicine,7123XMCHM,Culture Health and Medicine,2013,1
2016,7123,M Culture Health & Medicine,7123XMCHM,Culture Health and Medicine,2014,2
2016,7123,M Culture Health & Medicine,7123XMCHM,Culture Health and Medicine,2013,1
2016,7123,M Culture Health & Medicine,7123XMCHM,Culture Health and Medicine,2012,1
2016,7123,M Culture Health & Medicine,7123XMCHM,Culture Health and Medicine,2010,1
2015,7123,M Culture Health & Medicine,7123XMCHM,Culture Health and Medicine,2014,6
2015,7123,M Culture Health & Medicine,7123XMCHM,Culture Health and Medicine,2013,1
2015,7123,M Culture Health & Medicine,7123XMCHM,Culture Health and Medicine,2012,1
2016,7124,Master Biological Anthropology,7124XBIAN,Biological Anthropology,2014,1
2015,7124,Master Biological Anthropology,7124XBIAN,Biological Anthropology,2014,3
2015,7132,Master of Linguistics,7132XLING,Master of Linguistics,2014,4
2015,7135,Master of Applied Linguistics,7135XAPPL,Master of Applied Linguistics,2014,4
2015,7135,Master of Applied Linguistics,7135XAPPL,Master of Applied Linguistics,2013,1
2015,7136,M Applied Linguistics (Rsch),7136XAPPL,Master of Applied Ling (Rsch),2014,1
2015,7136,M Applied Linguistics (Rsch),7136XAPPL,Master of Applied Ling (Rsch),2013,1
2015,7144,Master of Liberal Arts (WWHL),7144XWWHL,"Writing, World History & Lives",2014,1
2016,7145,Master of Liberal Arts (MUSC),7145XMSC,Museums and Collections,2014,4
2016,7145,Master of Liberal Arts (MUSC),7145XMSC,Museums and Collections,2013,3
2016,7145,Master of Liberal Arts (MUSC),7145XMSC,Museums and Collections,2012,1
2016,7145,Master of Liberal Arts (MUSC),7145XMSC,Museums and Collections,2011,1
2015,7145,Master of Liberal Arts (MUSC),7145XMSC,Museums and Collections,2014,9
2015,7145,Master of Liberal Arts (MUSC),7145XMSC,Museums and Collections,2013,4
2015,7145,Master of Liberal Arts (MUSC),7145XMSC,Museums and Collections,2012,3
2015,7145,Master of Liberal Arts (MUSC),7145XMSC,Museums and Collections,2011,1
2018,7145,NA,7145XMSC,Museums and Collections,2014,1
2018,7145,NA,7145XMSC,Museums and Collections,2011,1
2017,7145,NA,7145XMSC,Museums and Collections,2014,2
2017,7145,NA,7145XMSC,Museums and Collections,2012,1
2016,7146,Master of Liberal Arts (VCR),7146XVCR,Visual Culture Research,2014,1
2016,7146,Master of Liberal Arts (VCR),7146XVCR,Visual Culture Research,2012,1
2015,7146,Master of Liberal Arts (VCR),7146XVCR,Visual Culture Research,2014,2
2016,7147,Master of Liberal Arts (CEH),7147XCEH,Cultural and Env Heritage,2013,1
2016,7147,Master of Liberal Arts (CEH),7147XCEH,Cultural and Env Heritage,2012,2
2015,7147,Master of Liberal Arts (CEH),7147XCEH,Cultural and Env Heritage,2014,2
2015,7147,Master of Liberal Arts (CEH),7147XCEH,Cultural and Env Heritage,2013,2
2015,7147,Master of Liberal Arts (CEH),7147XCEH,Cultural and Env Heritage,2012,2
2015,7147,Master of Liberal Arts (CEH),7147XCEH,Cultural and Env Heritage,2011,1
2015,7156,Master of Globalisation,7156XMGLB,Master of Globalisation,2014,1
2015,7156,Master of Globalisation,7156XMGLB,Master of Globalisation,2013,4
2018,7156,NA,7156XMGLB,Master of Globalisation,2013,1
2017,7156,NA,7156XMGLB,Master of Globalisation,2013,1
2017,7157,Master of Classical Studies,7157XCLAS,Master of Classical Studies,2013,1
2016,7157,Master of Classical Studies,7157XCLAS,Master of Classical Studies,2013,1
2015,7157,Master of Classical Studies,7157XCLAS,Master of Classical Studies,2014,3
2022,7159,M Archaeological Science,MARSC,M Archaeological Science,2016,1
2021,7159,M Archaeological Science,MARSC,M Archaeological Science,2017,1
2020,7159,M Archaeological Science,MARSC,M Archaeological Science,2015,1
2019,7159,M Archaeological Science,MARSC,M Archaeological Science,2017,4
2019,7159,M Archaeological Science,MARSC,M Archaeological Science,2016,4
2019,7159,M Archaeological Science,MARSC,M Archaeological Science,2015,1
2018,7159,M Archaeological Science,MARSC,M Archaeological Science,2017,9
2018,7159,M Archaeological Science,MARSC,M Archaeological Science,2016,6
2018,7159,M Archaeological Science,MARSC,M Archaeological Science,2015,1
2017,7159,M Archaeological Science,MARSC,M Archaeological Science,2017,14
2017,7159,M Archaeological Science,MARSC,M Archaeological Science,2016,10
2017,7159,M Archaeological Science,MARSC,M Archaeological Science,2015,2
2016,7159,M Archaeological Science,MARSC,M Archaeological Science,2016,13
2016,7159,M Archaeological Science,MARSC,M Archaeological Science,2015,9
2015,7159,M Archaeological Science,MARSC,M Archaeological Science,2015,16
2018,7159,M Archaeological Science,MARSC_VARSC,M Archaeological Science M Archaeological Science Adv,2016,1
2017,7159,M Archaeological Science,MARSC_VARSC,M Archaeological Science M Archaeological Science Adv,2016,3
2016,7159,M Archaeological Science,MARSC_VARSC,M Archaeological Science M Archaeological Science Adv,2016,3
2016,7159,M Archaeological Science,MARSC_VARSC,M Archaeological Science M Archaeological Science Adv,2015,2
2015,7159,M Archaeological Science,MARSC_VARSC,M Archaeological Science M Archaeological Science Adv,2015,2
2019,7159,M Archaeological Science,VARSC,M Archaeological Science Adv,2017,1
2018,7159,M Archaeological Science,VARSC,M Archaeological Science Adv,2018,1
2018,7159,M Archaeological Science,VARSC,M Archaeological Science Adv,2017,1
2017,7159,M Archaeological Science,VARSC,M Archaeological Science Adv,2017,2
2017,7159,M Archaeological Science,VARSC,M Archaeological Science Adv,2016,3
2016,7159,M Archaeological Science,VARSC,M Archaeological Science Adv,2016,4
2016,7159,M Archaeological Science,VARSC,M Archaeological Science Adv,2015,5
2015,7159,M Archaeological Science,VARSC,M Archaeological Science Adv,2015,12
2022,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2022,4
2022,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2021,4
2022,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2020,7
2022,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2019,3
2021,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2021,4
2021,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2020,12
2021,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2019,8
2021,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2018,1
2021,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2017,1
2021,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2016,1
2020,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2020,13
2020,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2019,9
2020,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2018,2
2020,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2017,2
2020,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2016,1
2019,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2019,13
2019,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2018,5
2019,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2017,4
2019,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2016,3
2018,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2018,7
2018,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2017,6
2018,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2016,7
2017,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2017,14
2017,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2016,12
2017,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2015,2
2016,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2016,14
2016,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2015,5
2015,7160,M Art Hist & Curatorial St,MAHCS,M Art History & Curatorial St,2015,7
2022,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2020,1
2021,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2020,1
2021,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2018,1
2020,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2020,1
2020,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2018,1
2019,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2018,3
2019,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2017,2
2018,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2018,3
2018,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2017,3
2017,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2017,3
2017,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2016,1
2016,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2016,1
2016,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2015,2
2015,7160,M Art Hist & Curatorial St,MAHCS_VAHCS,M Art Hist & Curatorial St Adv M Art History & Curatorial St,2015,2
2021,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2021,1
2020,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2020,1
2020,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2018,2
2019,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2018,2
2019,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2016,1
2018,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2018,2
2018,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2016,1
2017,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2016,3
2016,7160,M Art Hist & Curatorial St,VAHCS,M Art Hist & Curatorial St Adv,2016,4
2016,7161,Master of History,7161XMHIST,Master of History,2014,2
2015,7161,Master of History,7161XMHIST,Master of History,2014,4
2015,7161,Master of History,7161XMHIST,Master of History,2013,1
2018,7161,NA,7161XMHIST,Master of History,2014,2
2017,7161,NA,7161XMHIST,Master of History,2014,2
2019,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2017,2
2019,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2016,1
2018,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2017,4
2018,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2016,2
2017,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2017,3
2017,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2016,4
2017,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2015,2
2016,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2016,6
2016,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2015,4
2015,7164,M Biological Anthropology,MBIAN,M Biological Anthropology,2015,6
2018,7164,M Biological Anthropology,MBIAN_VBIAN,M Biological Anthropology M Biological Anthropology Adv,2016,1
2017,7164,M Biological Anthropology,MBIAN_VBIAN,M Biological Anthropology M Biological Anthropology Adv,2016,3
2017,7164,M Biological Anthropology,MBIAN_VBIAN,M Biological Anthropology M Biological Anthropology Adv,2015,1
2016,7164,M Biological Anthropology,MBIAN_VBIAN,M Biological Anthropology M Biological Anthropology Adv,2016,4
2016,7164,M Biological Anthropology,MBIAN_VBIAN,M Biological Anthropology M Biological Anthropology Adv,2015,2
2015,7164,M Biological Anthropology,MBIAN_VBIAN,M Biological Anthropology M Biological Anthropology Adv,2015,2
2019,7164,M Biological Anthropology,VBIAN,M Biological Anthropology Adv,2019,1
2018,7164,M Biological Anthropology,VBIAN,M Biological Anthropology Adv,2017,1
2017,7164,M Biological Anthropology,VBIAN,M Biological Anthropology Adv,2017,1
2016,7164,M Biological Anthropology,VBIAN,M Biological Anthropology Adv,2016,1
2016,7164,M Biological Anthropology,VBIAN,M Biological Anthropology Adv,2015,1
2015,7164,M Biological Anthropology,VBIAN,M Biological Anthropology Adv,2015,2
2020,7165,M Classical Studies,MCLAS,M Classical St,2017,1
2019,7165,M Classical Studies,MCLAS,M Classical St,2017,2
2018,7165,M Classical Studies,MCLAS,M Classical St,2017,3
2017,7165,M Classical Studies,MCLAS,M Classical St,2017,3
2016,7165,M Classical Studies,MCLAS,M Classical St,2016,2
2015,7165,M Classical Studies,MCLAS,M Classical St,2015,3
2022,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2022,4
2022,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2021,9
2022,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2020,3
2022,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2019,5
2022,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2018,3
2022,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2017,1
2022,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2016,1
2021,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2021,10
2021,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2020,7
2021,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2019,5
2021,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2018,4
2021,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2017,1
2021,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2016,1
2020,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2020,11
2020,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2019,7
2020,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2018,6
2020,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2017,1
2020,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2016,3
2020,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2015,1
2019,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2019,7
2019,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2018,8
2019,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2017,3
2019,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2016,3
2019,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2015,1
2018,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2018,10
2018,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2017,5
2018,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2016,5
2018,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2015,1
2017,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2017,7
2017,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2016,5
2017,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2015,5
2016,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2016,8
2016,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2015,5
2015,7166,M Culture Health & Medicine,MCHAM,M Culture Health & Medicine,2015,8
2020,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2019,1
2020,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2017,1
2019,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2019,1
2019,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2017,3
2018,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2017,3
2017,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2017,3
2017,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2016,2
2016,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2016,2
2016,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2015,1
2015,7166,M Culture Health & Medicine,MCHAM_VCHAM,M Culture Health & Med Adv M Culture Health & Medicine,2015,1
2021,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2018,1
2020,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2018,1
2019,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2018,1
2018,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2018,1
2018,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2017,1
2017,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2017,1
2017,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2015,1
2016,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2016,2
2016,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2015,1
2015,7166,M Culture Health & Medicine,VCHAM,M Culture Health & Med Adv,2015,3
2022,7167,M Digital Arts,MDIGA,M Digital Arts,2017,1
2021,7167,M Digital Arts,MDIGA,M Digital Arts,2017,1
2020,7167,M Digital Arts,MDIGA,M Digital Arts,2018,3
2019,7167,M Digital Arts,MDIGA,M Digital Arts,2018,8
2019,7167,M Digital Arts,MDIGA,M Digital Arts,2017,1
2018,7167,M Digital Arts,MDIGA,M Digital Arts,2018,8
2018,7167,M Digital Arts,MDIGA,M Digital Arts,2017,4
2018,7167,M Digital Arts,MDIGA,M Digital Arts,2016,1
2017,7167,M Digital Arts,MDIGA,M Digital Arts,2017,5
2017,7167,M Digital Arts,MDIGA,M Digital Arts,2016,3
2017,7167,M Digital Arts,MDIGA,M Digital Arts,2015,2
2016,7167,M Digital Arts,MDIGA,M Digital Arts,2016,3
2016,7167,M Digital Arts,MDIGA,M Digital Arts,2015,5
2015,7167,M Digital Arts,MDIGA,M Digital Arts,2015,4
2016,7167,M Digital Arts,VDIGA,M Digital Arts Adv,2016,1
2015,7167,M Digital Arts,VDIGA,M Digital Arts Adv,2015,2
2022,7168,M General & App Linguistics,MGAL,MGen App Ling,2022,1
2022,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2022,19
2022,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2021,13
2022,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2020,4
2022,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2018,1
2022,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2016,1
2021,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2021,14
2021,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2020,8
2021,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2019,5
2021,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2018,1
2021,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2016,1
2020,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2020,8
2020,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2019,8
2020,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2018,8
2020,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2017,2
2020,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2016,2
2019,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2019,12
2019,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2018,27
2019,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2017,8
2019,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2016,3
2018,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2018,29
2018,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2017,18
2018,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2016,8
2018,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2015,1
2017,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2017,18
2017,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2016,15
2017,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2015,3
2016,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2016,19
2016,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2015,9
2015,7168,M General & App Linguistics,MLING,M Gen & App Linguistics,2015,13
2022,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2020,1
2021,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2020,4
2021,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2018,1
2020,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2020,4
2020,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2018,2
2019,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2018,2
2019,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2017,1
2018,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2018,2
2018,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2017,2
2017,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2017,2
2017,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2016,7
2016,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2016,7
2016,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2015,7
2015,7168,M General & App Linguistics,MLING_VLING,M Gen & App Ling Adv M Gen & App Linguistics,2015,7
2021,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2019,2
2020,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2019,3
2020,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2018,1
2019,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2019,3
2019,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2018,3
2018,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2018,3
2018,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2017,3
2018,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2016,2
2017,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2017,3
2017,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2016,4
2017,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2015,1
2016,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2016,4
2016,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2015,1
2015,7168,M General & App Linguistics,VLING,M Gen & App Ling Adv,2015,4
2022,7169,M Globalisation,MGLOB,M Globalisation,2016,1
2021,7169,M Globalisation,MGLOB,M Globalisation,2017,2
2021,7169,M Globalisation,MGLOB,M Globalisation,2016,1
2020,7169,M Globalisation,MGLOB,M Globalisation,2018,2
2020,7169,M Globalisation,MGLOB,M Globalisation,2017,2
2020,7169,M Globalisation,MGLOB,M Globalisation,2016,1
2019,7169,M Globalisation,MGLOB,M Globalisation,2018,3
2019,7169,M Globalisation,MGLOB,M Globalisation,2017,3
2019,7169,M Globalisation,MGLOB,M Globalisation,2016,2
2019,7169,M Globalisation,MGLOB,M Globalisation,2015,1
2018,7169,M Globalisation,MGLOB,M Globalisation,2018,3
2018,7169,M Globalisation,MGLOB,M Globalisation,2017,7
2018,7169,M Globalisation,MGLOB,M Globalisation,2016,3
2018,7169,M Globalisation,MGLOB,M Globalisation,2015,1
2017,7169,M Globalisation,MGLOB,M Globalisation,2017,7
2017,7169,M Globalisation,MGLOB,M Globalisation,2016,7
2017,7169,M Globalisation,MGLOB,M Globalisation,2015,3
2016,7169,M Globalisation,MGLOB,M Globalisation,2016,11
2016,7169,M Globalisation,MGLOB,M Globalisation,2015,5
2015,7169,M Globalisation,MGLOB,M Globalisation,2015,7
2018,7169,M Globalisation,MGLOB_VGLOB,M Globalisation M Globalisation Adv,2016,1
2017,7169,M Globalisation,MGLOB_VGLOB,M Globalisation M Globalisation Adv,2016,1
2016,7169,M Globalisation,MGLOB_VGLOB,M Globalisation M Globalisation Adv,2016,1
2017,7169,M Globalisation,VGLOB,M Globalisation Adv,2015,1
2016,7169,M Globalisation,VGLOB,M Globalisation Adv,2015,1
2015,7169,M Globalisation,VGLOB,M Globalisation Adv,2015,2
2022,7170,M History,MHIST,M History,2022,3
2022,7170,M History,MHIST,M History,2021,3
2022,7170,M History,MHIST,M History,2019,1
2022,7170,M History,MHIST,M History,2018,3
2022,7170,M History,MHIST,M History,2017,2
2021,7170,M History,MHIST,M History,2021,4
2021,7170,M History,MHIST,M History,2020,2
